batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B001967,363,273,337,79,601,397,90,395,68,572,155,308,781,493,747,279,280,30,62,386,559,767,982,922,439,84,504,742,650,84
B021552,347,97,632,112,108,140,79,223,446,934,82,87,722,416,964,816,619,555,547,855,240,183,351,171,762,333,376,208,827,300
B014681,555,284,70,647,143,65,478,466,536,397,882,161,118,397,671,265,869,573,64,174,478,439,426,416,429,344,918,859,904,60
B008362,314,865,48,97,652,57,979,677,673,111,659,121,299,290,675,291,947,199,332,89,13,358,587,789,165,561,780,526,947,582
B004638,68,782,115,226,569,423,186,937,918,751,748,248,824,684,117,857,860,770,392,604,582,421,712,296,856,606,329,172,601,530
B045168,592,934,704,455,231,798,942,753,567,586,682,719,330,527,672,432,328,599,559,826,796,892,523,539,633,647,89,114,227,25
B018766,180,794,625,936,908,404,1,265,888,973,984,599,332,186,297,344,273,71,114,830,877,543,375,323,620,757,479,558,1,84
B021923,821,260,86,94,536,965,377,494,426,28,357,230,487,65,431,599,749,445,224,166,240,923,877,967,88,454,1,34,212,485
B042166,377,927,806,344,687,950,521,491,507,517,726,775,478,561,251,936,379,197,247,656,461,262,133,748,591,724,394,591,743,588
B029560,151,60,244,141,56,806,449,527,872,290,922,594,389,714,76,971,741,158,379,109,711,179,833,751,599,953,985,865,313,300
B048489,178,786,486,546,401,163,620,594,416,575,804,445,546,742,594,661,745,710,39,14,501,772,404,216,642,758,260,684,325,859
B019007,993,676,198,549,429,830,398,16,158,84,479,351,929,432,307,538,759,531,459,692,420,692,70,193,626,855,682,118,221,155
B033723,74,986,297,251,16,868,912,367,757,22,209,527,55,898,183,441,77,666,455,81,673,603,407,768,164,312,47,486,907,593
B008191,868,902,248,934,643,877,365,5,251,478,762,168,382,230,850,940,227,494,449,924,846,14,89,856,998,103,65,750,889,40
B043631,656,908,507,51,246,291,792,559,490,203,642,766,187,43,755,743,342,351,340,604,279,446,729,415,229,43,267,545,836,599
B003523,72,450,252,352,544,283,285,210,88,182,445,751,390,241,185,783,99,428,545,436,203,466,444,207,645,653,897,81,461,26
B041687,356,708,485,211,771,252,243,72,18,52,390,46,665,371,655,709,736,340,813,171,382,265,158,292,780,612,100,361,482,388
B048769,811,103,906,777,779,215,696,411,667,507,94,243,582,191,364,996,465,238,749,47,376,145,882,208,387,770,551,658,222,882
B024073,650,831,839,963,402,703,721,576,571,914,808,973,951,265,27,552,278,682,203,22,634,701,280,523,895,180,402,246,539,247
B045036,610,513,237,435,75,211,254,775,954,599,754,638,215,83,730,241,34,173,493,838,311,697,698,46,91,855,205,408,177,980
B007205,861,706,36,149,487,164,893,550,89,34,515,534,381,320,472,744,450,689,77,186,57,787,105,403,53,659,263,916,181,984
B033029,345,607,233,631,235,379,409,770,466,944,161,482,20,372,296,677,919,310,601,618,599,565,502,170,475,185,819,839,278,535
B035925,900,913,64,45,376,421,9,12,832,987,287,111,987,992,934,738,54,20,572,832,450,678,419,609,294,196,26,796,779,651
B026470,960,523,319,628,207,128,261,566,959,750,670,152,288,754,780,704,444,932,803,540,535,651,34,654,611,566,648,215,304,116
B010812,680,198,541,330,840,143,95,933,745,153,208,629,912,823,216,225,102,533,396,5,778,64,17,695,940,495,108,71,320,668
B008093,271,579,30,493,822,583,104,585,533,673,820,831,449,766,200,186,872,415,541,110,868,589,823,839,96,207,898,894,365,169
B014837,866,952,42,193,775,31,989,674,179,68,677,712,137,282,462,865,218,752,948,306,483,251,322,506,413,312,79,147,903,231
B048893,511,307,989,60,666,668,487,401,642,843,364,316,457,212,708,101,553,780,550,685,945,190,318,611,772,563,496,4,914,818
B028321,988,667,672,778,456,143,682,134,757,312,885,453,487,843,542,841,780,17,870,221,965,225,125,435,266,536,23,946,824,842
B014487,34,545,842,551,928,751,122,394,764,406,499,415,17,829,897,829,953,897,951,17,395,273,194,474,635,886,445,872,780,168
B031935,3,703,96,382,482,228,181,954,944,89,223,545,672,425,424,793,416,41,894,592,731,929,77,510,172,62,761,359,784,62
B037448,686,751,273,411,660,981,966,756,706,957,129,909,841,483,276,66,935,396,29,86,103,184,291,816,835,133,316,155,385,280
B033460,854,687,374,515,43,45,518,419,220,896,155,82,286,49,921,915,311,509,417,404,528,429,698,605,445,583,551,793,910,996
B016122,689,200,85,495,373,866,465,146,869,736,557,77,144,104,606,284,811,854,586,22,770,724,640,57,17,473,587,241,989,770
B026045,569,915,476,621,611,782,64,84,760,845,956,673,4,213,243,678,485,339,543,217,204,220,283,64,53,205,89,449,515,307
B046400,360,456,818,115,400,862,851,838,391,290,572,753,586,314,403,929,718,470,315,537,99,261,535,724,23,804,820,977,485,426
B024707,970,190,823,662,905,1,241,728,492,485,470,104,505,872,781,661,967,114,807,950,246,38,509,320,166,497,604,818,428,607
B048894,296,873,571,964,880,310,822,745,177,406,55,534,192,706,4,651,903,875,57,682,277,527,719,144,220,283,395,309,724,333
B001847,64,766,416,659,645,526,653,553,487,60,166,848,461,561,150,833,702,221,417,513,484,461,797,948,637,726,943,267,497,488
B042135,90,582,664,39,788,649,735,943,406,887,750,648,99,537,428,719,143,187,168,347,233,301,511,709,933,123,622,209,599,162
B023242,683,912,961,188,374,434,912,899,334,563,778,839,847,279,43,194,557,719,348,760,857,644,957,878,661,423,162,844,891,532
B032859,111,742,311,460,915,840,855,907,439,575,876,894,492,145,273,726,892,857,876,799,47,465,968,114,541,868,11,502,983,788
B043179,402,405,597,756,881,674,949,524,947,471,606,38,488,385,178,105,399,579,300,801,141,783,725,530,239,415,429,598,895,205
B036146,378,878,586,364,237,479,264,892,548,777,449,682,38,159,613,759,6,282,982,552,645,189,654,631,161,344,27,915,880,257
B034156,16,399,865,18,669,117,190,130,696,470,17,308,402,477,140,129,935,215,39,391,673,572,436,465,772,147,812,883,503,488
B032676,569,7,385,833,926,267,411,920,741,144,272,425,387,505,178,616,565,827,742,835,529,198,886,557,129,357,282,778,616,300
B004127,427,594,252,107,58,274,963,589,287,39,207,756,189,572,794,440,980,378,509,78,783,740,722,352,715,478,935,353,46,962
B044150,248,127,866,637,851,88,42,614,290,985,288,19,371,624,353,455,679,935,254,121,825,50,857,333,324,62,390,337,544,24
B029470,265,46,358,99,739,779,640,32,647,961,283,666,970,809,818,49,3,631,835,961,52,198,887,869,624,118,874,206,967,280
B025707,322,798,759,432,725,225,141,644,967,192,949,222,926,905,800,860,777,257,720,458,712,502,831,73,780,826,808,949,49,715
B031010,638,530,678,355,61,51,597,851,726,347,970,882,897,48,533,626,488,507,366,203,510,956,926,233,414,156,154,181,240,863
B001414,710,231,450,831,7,890,359,196,235,483,355,75,850,463,434,181,838,434,565,783,20,951,674,963,569,645,906,829,271,579
B035994,142,272,938,172,188,198,273,751,977,811,493,616,134,967,979,358,884,862,145,497,165,943,831,83,671,973,851,961,703,210
B009529,669,653,991,652,219,90,280,761,646,242,655,993,249,308,730,312,86,823,656,978,394,320,858,481,937,140,228,394,238,44
B042568,956,473,515,953,556,371,321,966,68,275,875,494,353,740,531,825,11,495,329,295,279,308,358,651,239,629,409,136,972,341
B021210,534,481,265,327,621,471,538,67,85,603,555,365,144,305,643,88,833,153,129,601,802,582,85,761,562,49,431,38,441,376
B019381,268,882,358,343,929,196,261,16,270,818,569,129,129,109,740,976,73,730,59,536,756,745,672,281,316,447,248,331,960,403
B003856,749,697,261,335,226,925,921,241,333,947,815,465,601,318,575,265,313,615,437,997,284,306,955,198,767,928,878,872,648,445
B008084,790,34,862,188,463,811,576,136,555,603,642,743,769,556,871,291,158,926,288,434,744,652,916,174,661,220,850,638,436,667
B039898,681,4,387,172,76,662,144,304,339,373,985,744,260,434,798,987,693,355,25,4,466,998,91,104,735,623,184,752,561,926
B015752,85,824,106,861,742,649,286,403,628,858,45,157,858,966,51,851,587,48,804,194,200,313,399,888,547,229,957,335,794,741
B018547,332,298,127,700,825,959,294,399,170,345,855,745,852,40,427,93,90,227,107,202,683,212,805,635,405,141,545,521,573,961
B035366,262,968,311,988,618,787,18,961,714,939,660,79,354,353,669,761,227,358,671,64,892,534,563,976,583,442,283,850,205,552
B046710,393,308,5,201,857,927,955,401,481,400,790,248,974,51,311,895,441,531,52,425,269,963,345,973,71,637,721,99,716,622
B029640,813,253,763,184,167,563,556,44,145,367,618,986,106,76,727,197,587,931,565,713,230,418,816,534,337,81,517,375,884,127
B002174,573,533,37,595,557,333,247,757,751,899,338,945,16,808,667,380,442,859,436,255,242,139,181,946,900,287,218,559,563,756
B035408,44,724,724,969,696,997,164,858,955,519,41,881,668,855,505,654,892,868,547,480,940,313,6,124,796,440,878,444,118,766
B037384,785,331,693,473,493,265,136,207,74,439,229,212,605,689,25,678,563,65,183,384,827,938,133,189,214,241,741,65,639,85
B024571,570,493,482,795,937,845,410,776,775,21,967,600,954,256,170,317,343,427,375,501,409,495,675,523,90,537,848,28,792,544
B024389,383,352,732,477,455,233,631,149,471,215,856,594,554,29,964,460,550,110,88,30,543,201,803,803,679,627,202,448,671,288
B006711,205,527,137,808,72,539,468,601,861,990,154,857,417,579,367,25,57,945,526,338,846,302,893,570,225,618,659,583,139,217
B034994,507,941,634,697,736,253,527,413,841,315,432,865,133,443,463,530,854,813,168,743,937,504,667,408,880,6,657,442,677,704
B018124,546,49,403,518,392,967,817,386,668,177,113,242,711,529,932,866,195,811,710,105,153,184,704,727,143,776,423,769,81,834
B043815,43,534,429,389,44,773,797,455,82,914,74,404,424,379,408,346,300,146,137,85,685,472,643,481,658,461,574,995,841,366
B017284,487,819,609,964,437,723,411,33,620,90,791,739,45,946,349,591,81,567,419,822,845,238,858,369,160,748,990,189,271,788
B040477,734,441,785,523,444,639,269,824,970,235,280,730,560,101,923,625,285,591,599,142,929,838,320,356,768,127,673,308,406,100
B025688,782,86,257,449,960,563,427,649,491,757,402,277,391,801,837,694,564,90,196,274,903,736,247,791,649,720,4,996,829,949
B029944,706,67,592,783,587,442,507,787,757,439,819,262,328,748,353,479,781,496,607,687,978,94,554,765,845,817,942,153,392,265
B026755,918,84,408,468,689,415,291,381,793,378,765,881,417,688,350,28,387,541,735,946,15,839,401,429,204,256,101,242,610,195
B013178,593,135,839,862,692,341,436,996,741,298,532,223,38,651,980,987,820,79,579,967,477,979,108,322,900,138,565,252,690,195
B029002,665,87,791,240,997,485,16,481,64,988,369,479,520,23,482,888,710,922,982,103,870,852,653,665,323,670,881,977,918,853
B031219,639,902,717,272,332,642,628,235,803,92,259,89,603,54,745,872,26,672,472,173,990,921,119,980,280,555,342,519,247,971
B024528,873,75,144,957,680,679,356,265,921,948,165,500,129,253,58,922,221,23,222,650,681,565,814,561,0,803,871,490,58,349
B019936,31,472,66,198,517,795,458,105,721,626,659,129,643,14,460,830,922,636,169,417,350,499,668,454,146,200,229,552,469,843
B032451,320,97,239,421,980,898,3,472,146,934,66,907,252,621,800,881,71,287,443,460,65,493,610,719,319,616,849,731,422,150
B009029,217,17,293,115,991,393,726,833,280,499,215,458,997,541,688,96,236,728,475,787,657,4,873,511,106,120,774,657,901,348
B024581,425,152,526,387,864,435,143,249,513,273,605,597,846,739,175,774,627,526,767,674,393,60,72,853,156,276,168,374,340,439
B032706,416,888,140,603,639,73,675,351,453,65,656,89,82,819,654,893,330,441,642,987,162,613,319,958,363,10,847,691,575,868
B050287,5,519,801,376,226,329,576,609,788,464,925,1,135,392,172,480,907,846,326,363,737,212,356,461,962,513,744,838,492,359
B040151,718,416,97,561,728,947,591,230,800,570,940,286,12,549,122,785,321,489,162,706,581,986,651,34,920,209,187,364,740,505
B032876,101,131,473,620,41,481,434,617,194,225,400,733,263,236,671,912,622,425,323,927,748,288,187,354,118,605,284,172,616,52
B005025,512,272,793,405,825,552,747,293,630,644,117,331,162,108,908,529,517,847,199,282,263,736,130,763,191,513,35,783,31,275
B034135,355,166,559,779,936,854,269,907,779,958,25,658,19,784,113,478,857,16,134,768,866,388,165,528,417,899,855,413,949,157
B006809,228,858,855,149,457,600,38,607,308,231,974,794,916,916,209,57,383,16,132,978,817,448,703,515,943,380,418,517,496,837
B019585,660,794,648,429,846,804,389,32,409,914,105,401,869,904,402,868,297,291,754,643,65,457,479,627,902,165,887,943,374,404
B002769,723,391,176,788,222,362,320,745,838,464,767,374,118,990,558,891,540,567,223,589,136,785,260,105,371,913,354,720,922,579
B030927,586,536,396,201,242,297,360,245,985,376,711,527,677,251,796,518,697,256,865,830,264,464,619,621,186,616,411,970,320,650
B037571,760,258,103,986,388,429,699,236,813,953,895,142,669,607,885,300,984,602,21,241,943,184,276,796,986,675,233,822,243,744
B011795,781,184,716,430,197,299,460,636,406,444,933,824,982,565,844,264,820,462,335,407,854,416,29,38,997,162,425,856,840,265
B029644,686,685,857,65,721,615,973,375,896,221,59,23,168,751,371,316,584,713,493,64,115,649,801,69,591,586,580,555,571,29
B017966,922,554,527,62,948,825,151,128,837,717,621,137,271,559,81,601,996,60,479,476,542,107,370,585,491,114,159,845,329,909
B011065,304,651,428,194,263,769,60,464,437,766,752,396,710,257,595,39,549,608,751,253,731,78,273,833,180,704,171,990,86,224
B036254,240,639,230,487,167,298,318,150,682,200,916,441,788,402,230,458,914,838,358,670,697,17,845,975,651,629,858,441,8,562
B032062,380,89,450,794,550,439,445,781,325,588,70,167,439,779,70,307,856,225,49,182,651,416,109,793,723,704,986,871,605,681
B035806,3,134,916,825,291,926,427,460,440,205,767,130,365,678,56,426,67,537,848,197,256,206,940,77,13,942,302,849,1,381
B044760,878,451,560,643,704,407,129,576,410,260,615,264,368,363,223,66,498,238,638,523,798,883,364,208,355,839,870,202,902,923
B042051,904,823,718,469,374,601,996,355,839,984,585,214,434,266,89,952,258,684,533,670,536,869,784,420,525,612,884,469,930,386
B008471,914,239,953,616,924,969,108,28,766,588,763,979,351,262,446,316,783,609,531,88,420,853,474,783,693,964,327,472,828,467
B046655,183,12,826,21,848,310,981,397,144,739,136,959,204,552,28,879,282,630,922,983,967,785,636,415,725,229,966,99,265,70
B004215,246,547,939,851,365,270,569,438,853,451,318,392,906,324,86,208,159,714,142,54,279,767,98,370,196,646,242,751,911,571
B030265,964,388,679,581,282,297,338,813,758,637,868,114,462,825,330,522,572,681,687,57,533,100,594,868,126,866,182,629,571,325
B021397,571,621,807,257,560,802,556,374,820,277,112,992,554,568,586,944,570,890,582,190,227,459,819,592,993,104,564,289,111,780
B002350,763,884,911,160,790,712,790,438,684,730,804,610,125,424,274,768,358,38,445,269,883,198,860,868,522,366,702,349,993,445
B008485,558,667,127,946,770,677,569,455,450,171,191,497,988,948,155,741,683,971,912,897,968,149,194,213,851,433,619,636,593,858
B021013,227,979,549,315,123,78,161,955,424,697,920,847,470,240,122,350,497,827,471,318,60,121,578,757,351,655,443,367,592,136
B004888,426,153,908,213,282,984,843,230,897,299,91,691,248,417,753,510,970,234,379,286,500,765,572,6,673,522,529,611,326,966
B013192,439,661,676,70,815,219,778,166,190,177,429,256,534,205,430,731,75,462,632,454,966,152,237,789,735,79,984,681,67,563
B019183,348,641,904,382,334,180,513,938,245,851,518,945,192,2,769,709,0,826,3,307,74,525,820,913,437,138,985,513,205,601
B008823,668,674,117,793,730,297,547,291,15,369,672,448,160,153,933,796,877,907,350,238,573,714,768,670,742,246,783,540,847,521
B000528,203,332,461,886,851,325,401,548,478,635,662,742,295,535,138,42,723,143,231,34,252,342,931,910,525,711,718,831,587,273
B004759,295,34,476,926,232,15,51,15,592,810,718,518,84,650,768,576,40,669,641,807,323,321,189,130,808,245,503,666,477,118
B007458,260,852,709,31,193,122,111,582,995,77,104,995,454,587,356,74,195,101,789,695,743,990,422,901,590,903,306,608,555,126
B044343,123,512,546,120,780,612,275,29,363,361,346,823,757,574,219,360,668,64,816,596,967,727,848,951,344,893,299,690,177,181
B043268,349,881,697,168,989,673,363,14,34,15,95,355,948,802,511,366,276,27,877,709,119,266,30,124,453,281,799,661,469,163
B044862,545,936,492,445,98,344,12,117,817,752,561,121,128,67,397,841,307,559,588,997,206,179,101,377,533,374,150,90,92,413
B040613,792,884,792,75,151,209,965,484,40,206,405,372,484,278,504,608,262,43,663,971,420,338,396,714,988,120,774,476,662,506
B018456,751,940,368,617,863,782,420,131,814,310,363,983,904,214,255,95,571,275,545,163,587,829,429,660,165,621,544,693,367,51
B026794,821,65,550,496,752,179,359,712,682,490,824,837,985,364,994,85,626,125,37,970,25,616,881,778,199,68,42,988,255,899
B036777,338,559,353,586,278,731,625,970,640,393,285,661,315,908,580,583,419,237,34,349,189,644,185,872,45,710,63,1,720,267
B007644,535,376,781,502,180,16,381,162,956,802,578,375,302,646,871,528,938,330,699,543,378,423,64,278,185,457,682,814,516,108
B022771,682,197,765,770,823,728,685,552,120,293,658,86,403,901,505,519,176,373,104,251,850,815,226,835,147,804,703,980,708,857
B049581,194,443,886,906,496,661,894,886,968,21,941,532,775,339,371,825,624,932,508,679,803,629,857,841,454,848,756,178,688,844
B026504,882,320,754,775,310,667,282,195,159,247,634,598,6,652,58,249,802,378,634,628,787,579,95,308,857,27,237,127,512,281
B027716,557,180,345,558,162,977,738,779,339,854,797,457,453,682,859,552,426,786,325,677,865,498,254,42,340,602,854,565,429,316
B046435,435,792,222,818,570,216,908,606,95,889,115,606,836,78,958,909,177,305,431,474,800,968,340,397,446,874,643,280,939,716
B003025,865,855,463,889,940,875,675,814,61,284,934,565,208,586,530,848,657,812,921,326,549,902,638,887,161,702,751,501,376,595
B023744,742,738,309,366,364,931,981,115,378,107,86,425,236,739,640,121,269,986,580,727,981,390,235,585,611,280,502,109,354,896
B022814,516,653,479,254,669,78,470,500,36,93,665,999,664,28,320,618,501,526,744,295,422,389,587,31,592,0,294,515,236,515
B042802,454,931,231,643,726,139,782,325,525,938,128,729,355,42,612,425,389,245,39,772,577,372,241,842,359,165,736,396,164,460
B003319,181,537,925,37,12,102,92,268,573,940,261,270,915,853,16,471,409,34,924,643,900,488,109,56,275,540,402,437,630,542
B016838,27,298,913,488,744,728,690,70,14,379,615,713,394,263,588,740,661,983,222,305,633,296,757,282,710,899,552,165,952,833
B012338,596,743,683,750,438,202,507,964,801,560,504,626,764,421,874,353,490,495,805,493,406,640,639,83,174,993,743,658,350,25
B047484,904,461,872,381,456,777,503,969,635,902,768,958,445,844,501,314,200,456,206,281,127,137,63,763,964,127,123,360,892,714
B034185,947,4,346,137,246,687,744,104,759,777,3,342,200,47,6,93,618,262,404,925,772,686,779,216,456,472,828,611,892,230
